,username,ms_played,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,UniqueID,track_uri
0,ozdakaac3d5c3izl7tcrrzu7i,219226,IDOL,BTS,Love Yourself 結 'Answer',spotify:track:1e8J3XClxZbFmvIHLI8CE4,BTS:IDOL,1e8J3XClxZbFmvIHLI8CE4
1,ozdakaac3d5c3izl7tcrrzu7i,2800,Ghost,Justin Bieber,Justice,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber:Ghost,6I3mqTwhRpn34SLVafSH7G
2,ozdakaac3d5c3izl7tcrrzu7i,2260,deja vu,Olivia Rodrigo,SOUR,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo:deja vu,6HU7h9RYOaPRFeh0R3UeAr
3,ozdakaac3d5c3izl7tcrrzu7i,153190,Ghost,Justin Bieber,Justice,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber:Ghost,6I3mqTwhRpn34SLVafSH7G
4,ozdakaac3d5c3izl7tcrrzu7i,2079,deja vu,Olivia Rodrigo,SOUR,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo:deja vu,6HU7h9RYOaPRFeh0R3UeAr
5,ozdakaac3d5c3izl7tcrrzu7i,4270,Angels Like You,Miley Cyrus,Plastic Hearts,spotify:track:1daDRI9ahBonbWD8YcxOIB,Miley Cyrus:Angels Like You,1daDRI9ahBonbWD8YcxOIB
6,ozdakaac3d5c3izl7tcrrzu7i,556982,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),spotify:track:5enxwA8aAbwZbf5qCHORXi,Taylor Swift:All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi
7,ozdakaac3d5c3izl7tcrrzu7i,8737,Falling,Harry Styles,Fine Line,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,Harry Styles:Falling,1ZMiCix7XSAbfAJlEZWMCp
8,ozdakaac3d5c3izl7tcrrzu7i,1920,Maniac,Conan Gray,Kid Krow,spotify:track:6KfoDhO4XUWSbnyKjNp9c4,Conan Gray:Maniac,6KfoDhO4XUWSbnyKjNp9c4
9,ozdakaac3d5c3izl7tcrrzu7i,233160,Silver Spoon,BTS,The Most Beautiful Moment in Life Pt.2,spotify:track:6O734u9qnz6B4gWMyszWhi,BTS:Silver Spoon,6O734u9qnz6B4gWMyszWhi
10,ozdakaac3d5c3izl7tcrrzu7i,115220,Amnesia,5 Seconds of Summer,5 Seconds Of Summer,spotify:track:0dIOvducp7ujHTqj66cQ3X,5 Seconds of Summer:Amnesia,0dIOvducp7ujHTqj66cQ3X
11,ozdakaac3d5c3izl7tcrrzu7i,2500,Leave Before You Love Me (with Jonas Brothers),Marshmello,Leave Before You Love Me,spotify:track:4qu63nuBpdn0qHUHuObEj1,Marshmello:Leave Before You Love Me (with Jonas Brothers),4qu63nuBpdn0qHUHuObEj1
12,ozdakaac3d5c3izl7tcrrzu7i,219760,I Knew You Were Trouble (Taylor's Version),Taylor Swift,Red (Taylor's Version),spotify:track:6AtZLIzUINvExIUy4QhdjP,Taylor Swift:I Knew You Were Trouble (Taylor's Version),6AtZLIzUINvExIUy4QhdjP
13,ozdakaac3d5c3izl7tcrrzu7i,18320,Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives,spotify:track:3E7dfMvvCLUddWissuqMwr,Miley Cyrus:Party In The U.S.A.,3E7dfMvvCLUddWissuqMwr
14,ozdakaac3d5c3izl7tcrrzu7i,150670,"I am not a woman, I'm a god",Halsey,"If I Can’t Have Love, I Want Power",spotify:track:5RhFmJifQe83FpQ6ZFFTZ5,"Halsey:I am not a woman, I'm a god",5RhFmJifQe83FpQ6ZFFTZ5
15,ozdakaac3d5c3izl7tcrrzu7i,173959,Stay Alive (Prod. SUGA of BTS),Jung Kook,Stay Alive (Prod. SUGA of BTS),spotify:track:7CAdT0HdiQNlt1C7xk2hep,Jung Kook:Stay Alive (Prod. SUGA of BTS),7CAdT0HdiQNlt1C7xk2hep
16,ozdakaac3d5c3izl7tcrrzu7i,185500,Stay Alive (Prod. SUGA of BTS),Jung Kook,Stay Alive (Prod. SUGA of BTS),spotify:track:7CAdT0HdiQNlt1C7xk2hep,Jung Kook:Stay Alive (Prod. SUGA of BTS),7CAdT0HdiQNlt1C7xk2hep
17,ozdakaac3d5c3izl7tcrrzu7i,210928,Stay Alive (Prod. SUGA of BTS),Jung Kook,Stay Alive (Prod. SUGA of BTS),spotify:track:7CAdT0HdiQNlt1C7xk2hep,Jung Kook:Stay Alive (Prod. SUGA of BTS),7CAdT0HdiQNlt1C7xk2hep
18,ozdakaac3d5c3izl7tcrrzu7i,204803,Stay Alive (Prod. SUGA of BTS),Jung Kook,Stay Alive (Prod. SUGA of BTS),spotify:track:7CAdT0HdiQNlt1C7xk2hep,Jung Kook:Stay Alive (Prod. SUGA of BTS),7CAdT0HdiQNlt1C7xk2hep
19,ozdakaac3d5c3izl7tcrrzu7i,71210,Louder than bombs,BTS,MAP OF THE SOUL : 7,spotify:track:4Aw8n6r2vuU0KUo1a2nftp,BTS:Louder than bombs,4Aw8n6r2vuU0KUo1a2nftp
20,ozdakaac3d5c3izl7tcrrzu7i,229090,Everytime,CHEN,Descendants Of The Sun Pt.2 (Original Television Soundtrack),spotify:track:1D6lK8qADoErTTLkY4YBfM,CHEN:Everytime,1D6lK8qADoErTTLkY4YBfM
21,ozdakaac3d5c3izl7tcrrzu7i,224410,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),spotify:track:3z6XUommYDWPHeFhmhhT6j,Taylor Swift:Message In A Bottle (Taylor's Version) (From The Vault),3z6XUommYDWPHeFhmhhT6j
22,ozdakaac3d5c3izl7tcrrzu7i,262910,Long Live,Taylor Swift,Speak Now,spotify:track:4ewAfHYpDTzpW1GKO44CVP,Taylor Swift:Long Live,4ewAfHYpDTzpW1GKO44CVP
23,ozdakaac3d5c3izl7tcrrzu7i,45020,Dress,Taylor Swift,reputation,spotify:track:6oVxXO5oQ4pTpO8RSnkzvv,Taylor Swift:Dress,6oVxXO5oQ4pTpO8RSnkzvv
24,ozdakaac3d5c3izl7tcrrzu7i,58720,Dancing With Our Hands Tied,Taylor Swift,reputation,spotify:track:7I7JbDv63ZJJsSi24DyJrz,Taylor Swift:Dancing With Our Hands Tied,7I7JbDv63ZJJsSi24DyJrz
25,ozdakaac3d5c3izl7tcrrzu7i,84300,London Boy,Taylor Swift,Lover,spotify:track:1LLXZFeAHK9R4xUramtUKw,Taylor Swift:London Boy,1LLXZFeAHK9R4xUramtUKw
26,ozdakaac3d5c3izl7tcrrzu7i,45740,Breathe,Taylor Swift,Fearless,spotify:track:0qsSmObOgBZfuMIwfAQDBP,Taylor Swift:Breathe,0qsSmObOgBZfuMIwfAQDBP
27,ozdakaac3d5c3izl7tcrrzu7i,10690,The Lucky One,Taylor Swift,Red,spotify:track:5VQLMrWhailAhErKNUSnv1,Taylor Swift:The Lucky One,5VQLMrWhailAhErKNUSnv1
28,ozdakaac3d5c3izl7tcrrzu7i,206260,"Sweeter Than Fiction - From ""One Chance"" Soundtrack",Taylor Swift,Sweeter Than Fiction,spotify:track:0RFCHlNuTeUHIB36VuVbOL,"Taylor Swift:Sweeter Than Fiction - From ""One Chance"" Soundtrack",0RFCHlNuTeUHIB36VuVbOL
29,ozdakaac3d5c3izl7tcrrzu7i,91440,I Want It That Way,Backstreet Boys,Millennium,spotify:track:47BBI51FKFwOMlIiX6m8ya,Backstreet Boys:I Want It That Way,47BBI51FKFwOMlIiX6m8ya
30,ozdakaac3d5c3izl7tcrrzu7i,34930,Crush,David Archuleta,David Archuleta,spotify:track:4wCD0qOFNRu1Q6O3N6ycm4,David Archuleta:Crush,4wCD0qOFNRu1Q6O3N6ycm4
31,ozdakaac3d5c3izl7tcrrzu7i,48230,Wannabe,Spice Girls,Spice,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,Spice Girls:Wannabe,1Je1IMUlBXcx1Fz0WE7oPT
32,ozdakaac3d5c3izl7tcrrzu7i,7590,You're Still The One,Shania Twain,Come On Over,spotify:track:1wb4P4F0sxAQ2KXrRvsx6n,Shania Twain:You're Still The One,1wb4P4F0sxAQ2KXrRvsx6n
33,ozdakaac3d5c3izl7tcrrzu7i,33270,"Bills, Bills, Bills",Destiny's Child,The Writing's On The Wall,spotify:track:1Oi2zpmL81Q0yScF1zxaC0,"Destiny's Child:Bills, Bills, Bills",1Oi2zpmL81Q0yScF1zxaC0
34,ozdakaac3d5c3izl7tcrrzu7i,9830,Endless Love,Lionel Richie,Back To Front,spotify:track:5iwyLsQ5yjnCaRrJGyAPZM,Lionel Richie:Endless Love,5iwyLsQ5yjnCaRrJGyAPZM
35,ozdakaac3d5c3izl7tcrrzu7i,134840,No Scrubs,TLC,Fanmail,spotify:track:1KGi9sZVMeszgZOWivFpxs,TLC:No Scrubs,1KGi9sZVMeszgZOWivFpxs
36,ozdakaac3d5c3izl7tcrrzu7i,30340,Around the World (La La La La La) - Radio Version,A Touch Of Class,Planet Pop,spotify:track:7CvOnbFdnIoXMQ4eFCo5lB,A Touch Of Class:Around the World (La La La La La) - Radio Version,7CvOnbFdnIoXMQ4eFCo5lB
37,ozdakaac3d5c3izl7tcrrzu7i,140370,Everytime We Touch,Cascada,Everytime We Touch,spotify:track:5YJtMNWKe55yr49cyJgxva,Cascada:Everytime We Touch,5YJtMNWKe55yr49cyJgxva
38,ozdakaac3d5c3izl7tcrrzu7i,1500,long story short,Taylor Swift,evermore,spotify:track:0vVMlbdYx2080Oa9FndPZr,Taylor Swift:long story short,0vVMlbdYx2080Oa9FndPZr
39,ozdakaac3d5c3izl7tcrrzu7i,10850,long story short,Taylor Swift,evermore,spotify:track:0vVMlbdYx2080Oa9FndPZr,Taylor Swift:long story short,0vVMlbdYx2080Oa9FndPZr
40,ozdakaac3d5c3izl7tcrrzu7i,299056,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),spotify:track:3z6XUommYDWPHeFhmhhT6j,Taylor Swift:Message In A Bottle (Taylor's Version) (From The Vault),3z6XUommYDWPHeFhmhhT6j
41,ozdakaac3d5c3izl7tcrrzu7i,225960,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),spotify:track:3z6XUommYDWPHeFhmhhT6j,Taylor Swift:Message In A Bottle (Taylor's Version) (From The Vault),3z6XUommYDWPHeFhmhhT6j
42,ozdakaac3d5c3izl7tcrrzu7i,201803,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),spotify:track:3z6XUommYDWPHeFhmhhT6j,Taylor Swift:Message In A Bottle (Taylor's Version) (From The Vault),3z6XUommYDWPHeFhmhhT6j
43,ozdakaac3d5c3izl7tcrrzu7i,318232,Stay Alive (Prod. SUGA of BTS),Jung Kook,Stay Alive (Prod. SUGA of BTS),spotify:track:7CAdT0HdiQNlt1C7xk2hep,Jung Kook:Stay Alive (Prod. SUGA of BTS),7CAdT0HdiQNlt1C7xk2hep
44,ozdakaac3d5c3izl7tcrrzu7i,210928,Stay Alive (Prod. SUGA of BTS),Jung Kook,Stay Alive (Prod. SUGA of BTS),spotify:track:7CAdT0HdiQNlt1C7xk2hep,Jung Kook:Stay Alive (Prod. SUGA of BTS),7CAdT0HdiQNlt1C7xk2hep
45,ozdakaac3d5c3izl7tcrrzu7i,210928,Stay Alive (Prod. SUGA of BTS),Jung Kook,Stay Alive (Prod. SUGA of BTS),spotify:track:7CAdT0HdiQNlt1C7xk2hep,Jung Kook:Stay Alive (Prod. SUGA of BTS),7CAdT0HdiQNlt1C7xk2hep
46,ozdakaac3d5c3izl7tcrrzu7i,370929,Stay Alive (Prod. SUGA of BTS),Jung Kook,Stay Alive (Prod. SUGA of BTS),spotify:track:7CAdT0HdiQNlt1C7xk2hep,Jung Kook:Stay Alive (Prod. SUGA of BTS),7CAdT0HdiQNlt1C7xk2hep
47,ozdakaac3d5c3izl7tcrrzu7i,210928,Stay Alive (Prod. SUGA of BTS),Jung Kook,Stay Alive (Prod. SUGA of BTS),spotify:track:7CAdT0HdiQNlt1C7xk2hep,Jung Kook:Stay Alive (Prod. SUGA of BTS),7CAdT0HdiQNlt1C7xk2hep
48,ozdakaac3d5c3izl7tcrrzu7i,210928,Stay Alive (Prod. SUGA of BTS),Jung Kook,Stay Alive (Prod. SUGA of BTS),spotify:track:7CAdT0HdiQNlt1C7xk2hep,Jung Kook:Stay Alive (Prod. SUGA of BTS),7CAdT0HdiQNlt1C7xk2hep
49,ozdakaac3d5c3izl7tcrrzu7i,210928,Stay Alive (Prod. SUGA of BTS),Jung Kook,Stay Alive (Prod. SUGA of BTS),spotify:track:7CAdT0HdiQNlt1C7xk2hep,Jung Kook:Stay Alive (Prod. SUGA of BTS),7CAdT0HdiQNlt1C7xk2hep
50,ozdakaac3d5c3izl7tcrrzu7i,101216,Stay Alive (Prod. SUGA of BTS),Jung Kook,Stay Alive (Prod. SUGA of BTS),spotify:track:7CAdT0HdiQNlt1C7xk2hep,Jung Kook:Stay Alive (Prod. SUGA of BTS),7CAdT0HdiQNlt1C7xk2hep
51,ozdakaac3d5c3izl7tcrrzu7i,164910,Chlorine,Twenty One Pilots,Trench,spotify:track:23OXdR7YuUBVWh5hSnYJau,Twenty One Pilots:Chlorine,23OXdR7YuUBVWh5hSnYJau
52,ozdakaac3d5c3izl7tcrrzu7i,36760,Alleyways,The Neighbourhood,I Love You.,spotify:track:4V37tyDu9CtqYshvrgLke4,The Neighbourhood:Alleyways,4V37tyDu9CtqYshvrgLke4
53,ozdakaac3d5c3izl7tcrrzu7i,82070,Get Free,Whissell,Get Free,spotify:track:1gYOBTHkk0Fv6hU8eow6sZ,Whissell:Get Free,1gYOBTHkk0Fv6hU8eow6sZ
54,ozdakaac3d5c3izl7tcrrzu7i,4310,No Rest for the Wicked,Lykke Li,I Never Learn,spotify:track:2gCvWjrHt6PVJjIN1amlje,Lykke Li:No Rest for the Wicked,2gCvWjrHt6PVJjIN1amlje
55,ozdakaac3d5c3izl7tcrrzu7i,18520,Horns,Bryce Fox,Heaven on Hold,spotify:track:49qEikVVPd6PgH6S2pbXjZ,Bryce Fox:Horns,49qEikVVPd6PgH6S2pbXjZ
56,ozdakaac3d5c3izl7tcrrzu7i,23130,Blackbird - Remastered 2009,The Beatles,The Beatles,spotify:track:5jgFfDIR6FR0gvlA56Nakr,The Beatles:Blackbird - Remastered 2009,5jgFfDIR6FR0gvlA56Nakr
57,ozdakaac3d5c3izl7tcrrzu7i,17260,She Loves You - Mono / Remastered,The Beatles,1,spotify:track:6nEkxYIEnrbYH7h1hJ8Xn6,The Beatles:She Loves You - Mono / Remastered,6nEkxYIEnrbYH7h1hJ8Xn6
58,ozdakaac3d5c3izl7tcrrzu7i,1620,Hound Dog,Elvis Presley,Elvis' Golden Records,spotify:track:64Ny7djQ6rNJspquof2KoX,Elvis Presley:Hound Dog,64Ny7djQ6rNJspquof2KoX
59,ozdakaac3d5c3izl7tcrrzu7i,11190,Dear Angie - Remastered 2010,Badfinger,Magic Christian Music,spotify:track:54qG9hpUjLgkgTJQ9qvB1P,Badfinger:Dear Angie - Remastered 2010,54qG9hpUjLgkgTJQ9qvB1P
60,ozdakaac3d5c3izl7tcrrzu7i,101830,Pour Some Sugar On Me,Def Leppard,Hysteria,spotify:track:1aZLIbKEdsyqxyD6iNcrbA,Def Leppard:Pour Some Sugar On Me,1aZLIbKEdsyqxyD6iNcrbA
61,ozdakaac3d5c3izl7tcrrzu7i,210928,Stay Alive (Prod. SUGA of BTS),Jung Kook,Stay Alive (Prod. SUGA of BTS),spotify:track:7CAdT0HdiQNlt1C7xk2hep,Jung Kook:Stay Alive (Prod. SUGA of BTS),7CAdT0HdiQNlt1C7xk2hep
62,ozdakaac3d5c3izl7tcrrzu7i,214620,Film out,BTS,Film out,spotify:track:3UHPGOkUcE4hE7sqBF4Snt,BTS:Film out,3UHPGOkUcE4hE7sqBF4Snt
63,ozdakaac3d5c3izl7tcrrzu7i,159909,Who (feat. BTS),Lauv,~how i'm feeling~,spotify:track:2qG81jL9UIP54uS8gYyP4k,Lauv:Who (feat. BTS),2qG81jL9UIP54uS8gYyP4k
64,ozdakaac3d5c3izl7tcrrzu7i,167318,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),Taylor Swift,Red (Taylor's Version),spotify:track:4IQkfUsrwXol38VV3U7t7T,Taylor Swift:Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),4IQkfUsrwXol38VV3U7t7T
65,ozdakaac3d5c3izl7tcrrzu7i,173223,The Very First Night (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),spotify:track:6pYNq0ZwpPVazKzsqpf0G8,Taylor Swift:The Very First Night (Taylor's Version) (From The Vault),6pYNq0ZwpPVazKzsqpf0G8
66,ozdakaac3d5c3izl7tcrrzu7i,8307,Begin Again (Taylor's Version),Taylor Swift,Red (Taylor's Version),spotify:track:05GsNucq8Bngd9fnd4fRa0,Taylor Swift:Begin Again (Taylor's Version),05GsNucq8Bngd9fnd4fRa0
67,ozdakaac3d5c3izl7tcrrzu7i,182290,I Did Something Bad,Taylor Swift,reputation,spotify:track:4svZDCRz4cJoneBpjpx8DJ,Taylor Swift:I Did Something Bad,4svZDCRz4cJoneBpjpx8DJ
68,ozdakaac3d5c3izl7tcrrzu7i,41000,Work Bitch,Britney Spears,Britney Jean (Deluxe Version),spotify:track:3KliPMvk1EvFZu9cvkj8p1,Britney Spears:Work Bitch,3KliPMvk1EvFZu9cvkj8p1
69,ozdakaac3d5c3izl7tcrrzu7i,7730,Miss Independent,Kelly Clarkson,Thankful,spotify:track:2CZi8d774dBB0wiuWMIpr8,Kelly Clarkson:Miss Independent,2CZi8d774dBB0wiuWMIpr8
70,ozdakaac3d5c3izl7tcrrzu7i,9290,That's My Girl,Fifth Harmony,7/27,spotify:track:2ACOWPLUe4A4KuQ5ioD2od,Fifth Harmony:That's My Girl,2ACOWPLUe4A4KuQ5ioD2od
71,ozdakaac3d5c3izl7tcrrzu7i,11390,Best Friend (feat. Doja Cat),Saweetie,Best Friend (feat. Doja Cat),spotify:track:2etHQJxIbV0soyPhelVs9Y,Saweetie:Best Friend (feat. Doja Cat),2etHQJxIbV0soyPhelVs9Y
72,ozdakaac3d5c3izl7tcrrzu7i,184060,Black Widow,Iggy Azalea,March Madness 2022,spotify:track:2KP0UOixhVbEumd2sHLuan,Iggy Azalea:Black Widow,2KP0UOixhVbEumd2sHLuan
73,ozdakaac3d5c3izl7tcrrzu7i,125394,Boss Bitch,Doja Cat,Boss Bitch,spotify:track:78qd8dvwea0Gosb6Fe6j3k,Doja Cat:Boss Bitch,78qd8dvwea0Gosb6Fe6j3k
74,ozdakaac3d5c3izl7tcrrzu7i,10235,Black Widow,Iggy Azalea,March Madness 2022,spotify:track:2KP0UOixhVbEumd2sHLuan,Iggy Azalea:Black Widow,2KP0UOixhVbEumd2sHLuan
75,ozdakaac3d5c3izl7tcrrzu7i,184880,Circus,Britney Spears,Circus (Deluxe Version),spotify:track:7jk7gqyEonmVVYahZN5zhW,Britney Spears:Circus,7jk7gqyEonmVVYahZN5zhW
76,ozdakaac3d5c3izl7tcrrzu7i,12870,Get Into It (Yuh),Doja Cat,Planet Her,spotify:track:0W6I02J9xcqK8MtSeosEXb,Doja Cat:Get Into It (Yuh),0W6I02J9xcqK8MtSeosEXb
77,ozdakaac3d5c3izl7tcrrzu7i,11050,Strut,DITA,Confidence,spotify:track:096Nwdzh3ahdwyOEqB2QCl,DITA:Strut,096Nwdzh3ahdwyOEqB2QCl
78,ozdakaac3d5c3izl7tcrrzu7i,48660,Not Your Barbie Girl,Ava Max,Not Your Barbie Girl,spotify:track:4fkM7M4Uo5AUASnnsRC7EZ,Ava Max:Not Your Barbie Girl,4fkM7M4Uo5AUASnnsRC7EZ
79,ozdakaac3d5c3izl7tcrrzu7i,30030,Pretty Savage,BLACKPINK,THE ALBUM,spotify:track:28tufPkTcXmdNqTvi9hsoG,BLACKPINK:Pretty Savage,28tufPkTcXmdNqTvi9hsoG
80,ozdakaac3d5c3izl7tcrrzu7i,152745,God’s Menu,Stray Kids,GO LIVE,spotify:track:4XPXrcpyNr30Km6aPiflJy,Stray Kids:God’s Menu,4XPXrcpyNr30Km6aPiflJy
81,ozdakaac3d5c3izl7tcrrzu7i,814,How's this,HyunA,A`wesome,spotify:track:6Wqmn89a8tItOh3NLEhNTD,HyunA:How's this,6Wqmn89a8tItOh3NLEhNTD
82,ozdakaac3d5c3izl7tcrrzu7i,28750,IDGAF,Dua Lipa,Dua Lipa,spotify:track:76cy1WJvNGJTj78UqeA5zr,Dua Lipa:IDGAF,76cy1WJvNGJTj78UqeA5zr
83,ozdakaac3d5c3izl7tcrrzu7i,35160,Confident,Demi Lovato,Confident,spotify:track:3DXXKDbbZKyAZfNb96ST3q,Demi Lovato:Confident,3DXXKDbbZKyAZfNb96ST3q
84,ozdakaac3d5c3izl7tcrrzu7i,210488,Dionysus,BTS,MAP OF THE SOUL : PERSONA,spotify:track:2Wkm4JBcIV2uSuu4qlbqFN,BTS:Dionysus,2Wkm4JBcIV2uSuu4qlbqFN
85,ozdakaac3d5c3izl7tcrrzu7i,4141,Black Swan,BTS,MAP OF THE SOUL : 7,spotify:track:2EmcTFQ1rM11wp2ztsXTHa,BTS:Black Swan,2EmcTFQ1rM11wp2ztsXTHa
86,ozdakaac3d5c3izl7tcrrzu7i,231859,Not Today,BTS,You Never Walk Alone,spotify:track:3wyrhwPpV8uhMMEms4vG3X,BTS:Not Today,3wyrhwPpV8uhMMEms4vG3X
87,ozdakaac3d5c3izl7tcrrzu7i,231350,2! 3!,BTS,Wings,spotify:track:3KVOfGrYVjoP1w8T2HVltm,BTS:2! 3!,3KVOfGrYVjoP1w8T2HVltm
88,ozdakaac3d5c3izl7tcrrzu7i,210986,I Need U,BTS,The Most Beautiful Moment in Life Pt.1,spotify:track:3wQnyXNFXNUEOBt1pb4urq,BTS:I Need U,3wQnyXNFXNUEOBt1pb4urq
89,ozdakaac3d5c3izl7tcrrzu7i,112203,Run,BTS,The Most Beautiful Moment in Life Pt.2,spotify:track:3G1aAxWS2Nd17FQs4PWV6X,BTS:Run,3G1aAxWS2Nd17FQs4PWV6X
90,ozdakaac3d5c3izl7tcrrzu7i,161440,Silver Spoon,BTS,The Most Beautiful Moment in Life Pt.2,spotify:track:6O734u9qnz6B4gWMyszWhi,BTS:Silver Spoon,6O734u9qnz6B4gWMyszWhi
91,ozdakaac3d5c3izl7tcrrzu7i,215410,Dope,BTS,The Most Beautiful Moment in Life Pt.1,spotify:track:7jPCPDYoiaKeK7cgNGpIzq,BTS:Dope,7jPCPDYoiaKeK7cgNGpIzq
92,ozdakaac3d5c3izl7tcrrzu7i,110850,N.O,BTS,"O!RUL8,2?",spotify:track:7JosxtkCqIQieNWXA2Dj3v,BTS:N.O,7JosxtkCqIQieNWXA2Dj3v
93,ozdakaac3d5c3izl7tcrrzu7i,4630,Coffee,BTS,"O!RUL8,2?",spotify:track:4eqHEzFsCCiGALC1MHbqnU,BTS:Coffee,4eqHEzFsCCiGALC1MHbqnU
94,ozdakaac3d5c3izl7tcrrzu7i,103200,MIC Drop (Steve Aoki Remix) - Full Length Edition,BTS,Love Yourself 結 'Answer',spotify:track:01380RE6UfsPSdiUIwrCoH,BTS:MIC Drop (Steve Aoki Remix) - Full Length Edition,01380RE6UfsPSdiUIwrCoH
95,ozdakaac3d5c3izl7tcrrzu7i,5630,Legend,Tevvez,Phantom,spotify:track:05EG9LwFCVjkoYEWzsrHHO,Tevvez:Legend,05EG9LwFCVjkoYEWzsrHHO
96,ozdakaac3d5c3izl7tcrrzu7i,11630,Legends Never Die,League of Legends,Legends Never Die,spotify:track:1FpVJ7HpZInE2GvhVE2TwT,League of Legends:Legends Never Die,1FpVJ7HpZInE2GvhVE2TwT
97,ozdakaac3d5c3izl7tcrrzu7i,166600,RISE,League of Legends,RISE,spotify:track:69Sy7207dnixZ6w7RSV9Kb,League of Legends:RISE,69Sy7207dnixZ6w7RSV9Kb
98,ozdakaac3d5c3izl7tcrrzu7i,12510,Warriors,League of Legends,Warriors,spotify:track:3f4fc8c8unrQeKecmUPEDR,League of Legends:Warriors,3f4fc8c8unrQeKecmUPEDR
99,ozdakaac3d5c3izl7tcrrzu7i,171890,POP/STARS,K/DA,POP/STARS,spotify:track:5sbooPcNgIE22DwO0VNGUJ,K/DA:POP/STARS,5sbooPcNgIE22DwO0VNGUJ
100,ozdakaac3d5c3izl7tcrrzu7i,2980,Warriors,League of Legends,Warriors,spotify:track:3f4fc8c8unrQeKecmUPEDR,League of Legends:Warriors,3f4fc8c8unrQeKecmUPEDR
101,ozdakaac3d5c3izl7tcrrzu7i,11080,THE BADDEST,K/DA,THE BADDEST,spotify:track:2V4Fx72svQRxrFvNT1eq5f,K/DA:THE BADDEST,2V4Fx72svQRxrFvNT1eq5f
102,ozdakaac3d5c3izl7tcrrzu7i,171630,Legends Never Die,League of Legends,Legends Never Die,spotify:track:1FpVJ7HpZInE2GvhVE2TwT,League of Legends:Legends Never Die,1FpVJ7HpZInE2GvhVE2TwT
103,ozdakaac3d5c3izl7tcrrzu7i,89310,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,Mercury - Act 1,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,Imagine Dragons:Enemy (with JID) - from the series Arcane League of Legends,1HhNoOuqm1a5MXYEgAFl8o
104,ozdakaac3d5c3izl7tcrrzu7i,286710,Long Live,Taylor Swift,Speak Now,spotify:track:4ewAfHYpDTzpW1GKO44CVP,Taylor Swift:Long Live,4ewAfHYpDTzpW1GKO44CVP
105,ozdakaac3d5c3izl7tcrrzu7i,279359,Change (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),spotify:track:3ExweHKZF9B752DPQByRVT,Taylor Swift:Change (Taylor’s Version),3ExweHKZF9B752DPQByRVT
106,ozdakaac3d5c3izl7tcrrzu7i,273990,Change (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),spotify:track:3ExweHKZF9B752DPQByRVT,Taylor Swift:Change (Taylor’s Version),3ExweHKZF9B752DPQByRVT
107,ozdakaac3d5c3izl7tcrrzu7i,238866,Begin Again (Taylor's Version),Taylor Swift,Red (Taylor's Version),spotify:track:05GsNucq8Bngd9fnd4fRa0,Taylor Swift:Begin Again (Taylor's Version),05GsNucq8Bngd9fnd4fRa0
108,ozdakaac3d5c3izl7tcrrzu7i,238866,Begin Again (Taylor's Version),Taylor Swift,Red (Taylor's Version),spotify:track:05GsNucq8Bngd9fnd4fRa0,Taylor Swift:Begin Again (Taylor's Version),05GsNucq8Bngd9fnd4fRa0
109,ozdakaac3d5c3izl7tcrrzu7i,238866,Begin Again (Taylor's Version),Taylor Swift,Red (Taylor's Version),spotify:track:05GsNucq8Bngd9fnd4fRa0,Taylor Swift:Begin Again (Taylor's Version),05GsNucq8Bngd9fnd4fRa0
110,ozdakaac3d5c3izl7tcrrzu7i,67160,Begin Again (Taylor's Version),Taylor Swift,Red (Taylor's Version),spotify:track:05GsNucq8Bngd9fnd4fRa0,Taylor Swift:Begin Again (Taylor's Version),05GsNucq8Bngd9fnd4fRa0
111,ozdakaac3d5c3izl7tcrrzu7i,558223,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),spotify:track:5enxwA8aAbwZbf5qCHORXi,Taylor Swift:All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi
